Ward code,Wards (2018),Borough,year,children
E05011243,Fullwell,Redbridge,2015,618
E05011243,Fullwell,Redbridge,2016,630
E05011243,Fullwell,Redbridge,2017,739
E05011243,Fullwell,Redbridge,2018,791
E05011243,Fullwell,Redbridge,2019,832
E05011243,Fullwell,Redbridge,2020,731
E05011243,Fullwell,Redbridge,2021,698
E05011244,Goodmayes,Redbridge,2014,866
E05011244,Goodmayes,Redbridge,2015,900
E05011244,Goodmayes,Redbridge,2016,853
E05011244,Goodmayes,Redbridge,2017,1000
E05011244,Goodmayes,Redbridge,2018,1098
E05011244,Goodmayes,Redbridge,2019,1135
E05011244,Goodmayes,Redbridge,2020,1002
E05011244,Goodmayes,Redbridge,2021,957
E05011245,Hainault,Redbridge,2014,701
E05011245,Hainault,Redbridge,2015,654
E05011245,Hainault,Redbridge,2016,706
E05011245,Hainault,Redbridge,2017,813
E05011245,Hainault,Redbridge,2018,834
E05011245,Hainault,Redbridge,2019,858
E05011245,Hainault,Redbridge,2020,880
E05011245,Hainault,Redbridge,2021,759
E05011246,Ilford Town,Redbridge,2014,546
E05011246,Ilford Town,Redbridge,2015,534
E05011246,Ilford Town,Redbridge,2016,611
E05011246,Ilford Town,Redbridge,2017,682
E05011246,Ilford Town,Redbridge,2018,810
E05011246,Ilford Town,Redbridge,2019,903
E05011246,Ilford Town,Redbridge,2020,741
E05011246,Ilford Town,Redbridge,2021,689
E05011247,Loxford,Redbridge,2014,1081
E05011247,Loxford,Redbridge,2015,1141
E05011247,Loxford,Redbridge,2016,1129
E05011247,Loxford,Redbridge,2017,1326
E05011247,Loxford,Redbridge,2018,1571
E05011247,Loxford,Redbridge,2019,1664
E05011247,Loxford,Redbridge,2020,1481
E05011247,Loxford,Redbridge,2021,1419
E05011248,Mayfield,Redbridge,2014,917
E05011248,Mayfield,Redbridge,2015,922
E05011248,Mayfield,Redbridge,2016,990
E05011248,Mayfield,Redbridge,2017,1047
E05011248,Mayfield,Redbridge,2018,1131
E05011248,Mayfield,Redbridge,2019,1224
E05011248,Mayfield,Redbridge,2020,1132
E05011248,Mayfield,Redbridge,2021,1016
E05011249,Monkhams,Redbridge,2014,139
E05011249,Monkhams,Redbridge,2015,137
E05011249,Monkhams,Redbridge,2016,133
E05011249,Monkhams,Redbridge,2017,158
E05011249,Monkhams,Redbridge,2018,141
E05011249,Monkhams,Redbridge,2019,160
E05011249,Monkhams,Redbridge,2020,164
E05011249,Monkhams,Redbridge,2021,145
E05011250,Newbury,Redbridge,2014,801
E05011250,Newbury,Redbridge,2015,746
E05011250,Newbury,Redbridge,2016,744
E05011250,Newbury,Redbridge,2017,808
E05011250,Newbury,Redbridge,2018,871
E05011250,Newbury,Redbridge,2019,976
E05011250,Newbury,Redbridge,2020,877
E05011250,Newbury,Redbridge,2021,762
E05011251,Seven Kings,Redbridge,2014,789
E05011251,Seven Kings,Redbridge,2015,827
E05011251,Seven Kings,Redbridge,2016,824
E05011251,Seven Kings,Redbridge,2017,897
E05011251,Seven Kings,Redbridge,2018,987
E05011251,Seven Kings,Redbridge,2019,1044
E05011251,Seven Kings,Redbridge,2020,878
E05011251,Seven Kings,Redbridge,2021,832
E05011252,South Woodford,Redbridge,2014,208
E05011252,South Woodford,Redbridge,2015,222
E05011252,South Woodford,Redbridge,2016,206
E05011252,South Woodford,Redbridge,2017,273
E05011252,South Woodford,Redbridge,2018,268
E05011252,South Woodford,Redbridge,2019,296
E05011252,South Woodford,Redbridge,2020,296
E05011252,South Woodford,Redbridge,2021,247
E05011253,Valentines,Redbridge,2014,712
E05011253,Valentines,Redbridge,2015,807
E05011253,Valentines,Redbridge,2016,838
E05011253,Valentines,Redbridge,2017,867
E05011253,Valentines,Redbridge,2018,965
E05011253,Valentines,Redbridge,2019,1025
E05011253,Valentines,Redbridge,2020,860
E05011253,Valentines,Redbridge,2021,836
E05011254,Wanstead Park,Redbridge,2014,178
E05011254,Wanstead Park,Redbridge,2015,188
E05011254,Wanstead Park,Redbridge,2016,176
E05011254,Wanstead Park,Redbridge,2017,203
E05011254,Wanstead Park,Redbridge,2018,202
E05011254,Wanstead Park,Redbridge,2019,207
E05011254,Wanstead Park,Redbridge,2020,196
E05011254,Wanstead Park,Redbridge,2021,163
E05011255,Wanstead Village,Redbridge,2014,266
E05011255,Wanstead Village,Redbridge,2015,221
E05011255,Wanstead Village,Redbridge,2016,256
E05011255,Wanstead Village,Redbridge,2017,295
E05011255,Wanstead Village,Redbridge,2018,286
E05011255,Wanstead Village,Redbridge,2019,313
E05011255,Wanstead Village,Redbridge,2020,282
E05011255,Wanstead Village,Redbridge,2021,231
E05000516,Barnes,Richmond upon Thames,2014,123
E05000516,Barnes,Richmond upon Thames,2015,104
E05000516,Barnes,Richmond upon Thames,2016,81
E05000516,Barnes,Richmond upon Thames,2017,93
E05000516,Barnes,Richmond upon Thames,2018,107
E05000516,Barnes,Richmond upon Thames,2019,141
E05000516,Barnes,Richmond upon Thames,2020,102
E05000516,Barnes,Richmond upon Thames,2021,99
E05000517,East Sheen,Richmond upon Thames,2014,77
E05000517,East Sheen,Richmond upon Thames,2015,84
E05000517,East Sheen,Richmond upon Thames,2016,63
E05000517,East Sheen,Richmond upon Thames,2017,80
E05000517,East Sheen,Richmond upon Thames,2018,70
E05000517,East Sheen,Richmond upon Thames,2019,82
E05000517,East Sheen,Richmond upon Thames,2020,72
E05000517,East Sheen,Richmond upon Thames,2021,58
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2014,131
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2015,144
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2016,129
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2017,155
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2018,137
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2019,183
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2020,163
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,2021,112
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2014,214
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2015,199
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2016,216
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2017,263
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2018,275
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2019,321
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2020,323
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,2021,278
E05000520,Hampton,Richmond upon Thames,2014,152
E05000520,Hampton,Richmond upon Thames,2015,134
E05000520,Hampton,Richmond upon Thames,2016,145
E05000520,Hampton,Richmond upon Thames,2017,176
E05000520,Hampton,Richmond upon Thames,2018,146
E05000520,Hampton,Richmond upon Thames,2019,154
E05000520,Hampton,Richmond upon Thames,2020,151
E05000520,Hampton,Richmond upon Thames,2021,132
E05000521,Hampton North,Richmond upon Thames,2014,222
E05000521,Hampton North,Richmond upon Thames,2015,199
E05000521,Hampton North,Richmond upon Thames,2016,211
E05000521,Hampton North,Richmond upon Thames,2017,294
E05000521,Hampton North,Richmond upon Thames,2018,266
E05000521,Hampton North,Richmond upon Thames,2019,316
E05000521,Hampton North,Richmond upon Thames,2020,293
E05000521,Hampton North,Richmond upon Thames,2021,214
E05000522,Hampton Wick,Richmond upon Thames,2014,149
E05000522,Hampton Wick,Richmond upon Thames,2015,140
E05000522,Hampton Wick,Richmond upon Thames,2016,162
E05000522,Hampton Wick,Richmond upon Thames,2017,154
E05000522,Hampton Wick,Richmond upon Thames,2018,179
E05000522,Hampton Wick,Richmond upon Thames,2019,168
E05000522,Hampton Wick,Richmond upon Thames,2020,141
E05000522,Hampton Wick,Richmond upon Thames,2021,128
E05000523,Heathfield,Richmond upon Thames,2014,360
E05000523,Heathfield,Richmond upon Thames,2015,411
E05000523,Heathfield,Richmond upon Thames,2016,420
E05000523,Heathfield,Richmond upon Thames,2017,489
E05000523,Heathfield,Richmond upon Thames,2018,483
E05000523,Heathfield,Richmond upon Thames,2019,507
E05000523,Heathfield,Richmond upon Thames,2020,455
E05000523,Heathfield,Richmond upon Thames,2021,437
E05000524,Kew,Richmond upon Thames,2014,146
E05000524,Kew,Richmond upon Thames,2015,113
E05000524,Kew,Richmond upon Thames,2016,123
E05000524,Kew,Richmond upon Thames,2017,136
E05000524,Kew,Richmond upon Thames,2018,139
E05000524,Kew,Richmond upon Thames,2019,140
E05000524,Kew,Richmond upon Thames,2020,128
E05000524,Kew,Richmond upon Thames,2021,114
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2014,140
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2015,131
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2016,174
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2017,194
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2018,184
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2019,232
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2020,230
E05000525,Mortlake and Barnes Common,Richmond upon Thames,2021,170
E05000526,North Richmond,Richmond upon Thames,2014,161
E05000526,North Richmond,Richmond upon Thames,2015,164
E05000526,North Richmond,Richmond upon Thames,2016,145
E05000526,North Richmond,Richmond upon Thames,2017,148
E05000526,North Richmond,Richmond upon Thames,2018,147
E05000526,North Richmond,Richmond upon Thames,2019,169
E05000526,North Richmond,Richmond upon Thames,2020,170
E05000526,North Richmond,Richmond upon Thames,2021,136
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2014,96
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2015,88
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2016,78
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2017,116
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2018,112
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2019,112
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2020,137
E05000527,St Margarets and North Twickenham,Richmond upon Thames,2021,129
E05000528,South Richmond,Richmond upon Thames,2014,70
E05000528,South Richmond,Richmond upon Thames,2015,80
E05000528,South Richmond,Richmond upon Thames,2016,69
E05000528,South Richmond,Richmond upon Thames,2017,82
E05000528,South Richmond,Richmond upon Thames,2018,86
E05000528,South Richmond,Richmond upon Thames,2019,86
E05000528,South Richmond,Richmond upon Thames,2020,85
E05000528,South Richmond,Richmond upon Thames,2021,74
E05000529,South Twickenham,Richmond upon Thames,2014,78
E05000529,South Twickenham,Richmond upon Thames,2015,59
E05000529,South Twickenham,Richmond upon Thames,2016,71
E05000529,South Twickenham,Richmond upon Thames,2017,86
E05000529,South Twickenham,Richmond upon Thames,2018,73
E05000529,South Twickenham,Richmond upon Thames,2019,86
E05000529,South Twickenham,Richmond upon Thames,2020,71
E05000529,South Twickenham,Richmond upon Thames,2021,75
E05000530,Teddington,Richmond upon Thames,2014,76
E05000530,Teddington,Richmond upon Thames,2015,80
E05000530,Teddington,Richmond upon Thames,2016,97
E05000530,Teddington,Richmond upon Thames,2017,102
E05000530,Teddington,Richmond upon Thames,2018,117
E05000530,Teddington,Richmond upon Thames,2019,104
E05000530,Teddington,Richmond upon Thames,2020,104
E05000530,Teddington,Richmond upon Thames,2021,98
E05000531,Twickenham Riverside,Richmond upon Thames,2014,72
E05000531,Twickenham Riverside,Richmond upon Thames,2015,69
E05000531,Twickenham Riverside,Richmond upon Thames,2016,72
E05000531,Twickenham Riverside,Richmond upon Thames,2017,87
E05000531,Twickenham Riverside,Richmond upon Thames,2018,97
E05000531,Twickenham Riverside,Richmond upon Thames,2019,96
E05000531,Twickenham Riverside,Richmond upon Thames,2020,98
E05000531,Twickenham Riverside,Richmond upon Thames,2021,77
E05000532,West Twickenham,Richmond upon Thames,2014,210
E05000532,West Twickenham,Richmond upon Thames,2015,225
E05000532,West Twickenham,Richmond upon Thames,2016,208
E05000532,West Twickenham,Richmond upon Thames,2017,244
E05000532,West Twickenham,Richmond upon Thames,2018,266
E05000532,West Twickenham,Richmond upon Thames,2019,262
E05000532,West Twickenham,Richmond upon Thames,2020,230
E05000532,West Twickenham,Richmond upon Thames,2021,204
E05000533,Whitton,Richmond upon Thames,2014,195
E05000533,Whitton,Richmond upon Thames,2015,181
E05000533,Whitton,Richmond upon Thames,2016,204
E05000533,Whitton,Richmond upon Thames,2017,235
E05000533,Whitton,Richmond upon Thames,2018,239
E05000533,Whitton,Richmond upon Thames,2019,235
E05000533,Whitton,Richmond upon Thames,2020,259
E05000533,Whitton,Richmond upon Thames,2021,185
E05011095,Borough & Bankside,Southwark,2014,184
E05011095,Borough & Bankside,Southwark,2015,225
E05011095,Borough & Bankside,Southwark,2016,229
E05011095,Borough & Bankside,Southwark,2017,228
E05011095,Borough & Bankside,Southwark,2018,217
E05011095,Borough & Bankside,Southwark,2019,258
E05011095,Borough & Bankside,Southwark,2020,234
E05011095,Borough & Bankside,Southwark,2021,267
E05011096,Camberwell Green,Southwark,2014,655
E05011096,Camberwell Green,Southwark,2015,652
E05011096,Camberwell Green,Southwark,2016,683
E05011096,Camberwell Green,Southwark,2017,857
E05011096,Camberwell Green,Southwark,2018,867
E05011096,Camberwell Green,Southwark,2019,902
E05011096,Camberwell Green,Southwark,2020,802
E05011096,Camberwell Green,Southwark,2021,733
E05011097,Champion Hill,Southwark,2014,384
E05011097,Champion Hill,Southwark,2015,342
E05011097,Champion Hill,Southwark,2016,369
E05011097,Champion Hill,Southwark,2017,397
E05011097,Champion Hill,Southwark,2018,440
E05011097,Champion Hill,Southwark,2019,469
E05011097,Champion Hill,Southwark,2020,428
E05011097,Champion Hill,Southwark,2021,369
E05011098,Chaucer,Southwark,2014,679
E05011098,Chaucer,Southwark,2015,627
E05011098,Chaucer,Southwark,2016,681
E05011098,Chaucer,Southwark,2017,770
E05011098,Chaucer,Southwark,2018,800
E05011098,Chaucer,Southwark,2019,784
E05011098,Chaucer,Southwark,2020,693
E05011098,Chaucer,Southwark,2021,677
E05011099,Dulwich Hill,Southwark,2014,205
E05011099,Dulwich Hill,Southwark,2015,188
E05011099,Dulwich Hill,Southwark,2016,188
E05011099,Dulwich Hill,Southwark,2017,206
E05011099,Dulwich Hill,Southwark,2018,214
E05011099,Dulwich Hill,Southwark,2019,212
E05011099,Dulwich Hill,Southwark,2020,200
E05011099,Dulwich Hill,Southwark,2021,183
E05011100,Dulwich Village,Southwark,2014,132
E05011100,Dulwich Village,Southwark,2015,143
E05011100,Dulwich Village,Southwark,2016,108
E05011100,Dulwich Village,Southwark,2017,136
E05011100,Dulwich Village,Southwark,2018,152
E05011100,Dulwich Village,Southwark,2019,151
E05011100,Dulwich Village,Southwark,2020,118
E05011100,Dulwich Village,Southwark,2021,113
E05011101,Dulwich Wood,Southwark,2014,329
E05011101,Dulwich Wood,Southwark,2015,320
E05011101,Dulwich Wood,Southwark,2016,349
E05011101,Dulwich Wood,Southwark,2017,397
E05011101,Dulwich Wood,Southwark,2018,398
E05011101,Dulwich Wood,Southwark,2019,449
E05011101,Dulwich Wood,Southwark,2020,407
E05011101,Dulwich Wood,Southwark,2021,374
E05011102,Faraday,Southwark,2014,851
E05011102,Faraday,Southwark,2015,923
E05011102,Faraday,Southwark,2016,866
E05011102,Faraday,Southwark,2017,889
E05011102,Faraday,Southwark,2018,1001
E05011102,Faraday,Southwark,2019,1009
E05011102,Faraday,Southwark,2020,827
E05011102,Faraday,Southwark,2021,794
E05011103,Goose Green,Southwark,2014,279
E05011103,Goose Green,Southwark,2015,250
E05011103,Goose Green,Southwark,2016,264
E05011103,Goose Green,Southwark,2017,258
E05011103,Goose Green,Southwark,2018,271
E05011103,Goose Green,Southwark,2019,258
E05011103,Goose Green,Southwark,2020,268
E05011103,Goose Green,Southwark,2021,207
E05011104,London Bridge & West Bermondsey,Southwark,2014,429
E05011104,London Bridge & West Bermondsey,Southwark,2015,488
E05011104,London Bridge & West Bermondsey,Southwark,2016,530
E05011104,London Bridge & West Bermondsey,Southwark,2017,536
E05011104,London Bridge & West Bermondsey,Southwark,2018,601
E05011104,London Bridge & West Bermondsey,Southwark,2019,593
E05011104,London Bridge & West Bermondsey,Southwark,2020,502
E05011104,London Bridge & West Bermondsey,Southwark,2021,483
E05011105,Newington,Southwark,2014,653
E05011105,Newington,Southwark,2015,692
E05011105,Newington,Southwark,2016,677
E05011105,Newington,Southwark,2017,814
E05011105,Newington,Southwark,2018,864
E05011105,Newington,Southwark,2019,914
E05011105,Newington,Southwark,2020,737
E05011105,Newington,Southwark,2021,724
E05011106,North Bermondsey,Southwark,2014,429
E05011106,North Bermondsey,Southwark,2015,420
E05011106,North Bermondsey,Southwark,2016,475
E05011106,North Bermondsey,Southwark,2017,490
E05011106,North Bermondsey,Southwark,2018,527
E05011106,North Bermondsey,Southwark,2019,575
E05011106,North Bermondsey,Southwark,2020,514
E05011106,North Bermondsey,Southwark,2021,483
E05011107,North Walworth,Southwark,2014,573
E05011107,North Walworth,Southwark,2015,647
E05011107,North Walworth,Southwark,2016,604
E05011107,North Walworth,Southwark,2017,682
E05011107,North Walworth,Southwark,2018,714
E05011107,North Walworth,Southwark,2019,748
E05011107,North Walworth,Southwark,2020,680
E05011107,North Walworth,Southwark,2021,658
E05011108,Nunhead & Queen's Road,Southwark,2014,746
E05011108,Nunhead & Queen's Road,Southwark,2015,745
E05011108,Nunhead & Queen's Road,Southwark,2016,741
E05011108,Nunhead & Queen's Road,Southwark,2017,854
E05011108,Nunhead & Queen's Road,Southwark,2018,826
E05011108,Nunhead & Queen's Road,Southwark,2019,870
E05011108,Nunhead & Queen's Road,Southwark,2020,687
E05011108,Nunhead & Queen's Road,Southwark,2021,706
E05011109,Old Kent Road,Southwark,2014,1023
E05011109,Old Kent Road,Southwark,2015,1094
E05011109,Old Kent Road,Southwark,2016,1113
E05011109,Old Kent Road,Southwark,2017,1183
E05011109,Old Kent Road,Southwark,2018,1204
E05011109,Old Kent Road,Southwark,2019,1279
E05011109,Old Kent Road,Southwark,2020,1095
E05011109,Old Kent Road,Southwark,2021,1034
E05011110,Peckham,Southwark,2014,988
E05011110,Peckham,Southwark,2015,1025
E05011110,Peckham,Southwark,2016,930
E05011110,Peckham,Southwark,2017,1021
E05011110,Peckham,Southwark,2018,1057
E05011110,Peckham,Southwark,2019,1149
E05011110,Peckham,Southwark,2020,919
E05011110,Peckham,Southwark,2021,848
E05011111,Peckham Rye,Southwark,2014,367
E05011111,Peckham Rye,Southwark,2015,360
E05011111,Peckham Rye,Southwark,2016,363
E05011111,Peckham Rye,Southwark,2017,383
E05011111,Peckham Rye,Southwark,2018,369
E05011111,Peckham Rye,Southwark,2019,370
E05011111,Peckham Rye,Southwark,2020,344
E05011111,Peckham Rye,Southwark,2021,268
E05011112,Rotherhithe,Southwark,2014,512
E05011112,Rotherhithe,Southwark,2015,625
E05011112,Rotherhithe,Southwark,2016,614
E05011112,Rotherhithe,Southwark,2017,676
E05011112,Rotherhithe,Southwark,2018,780
E05011112,Rotherhithe,Southwark,2019,773
E05011112,Rotherhithe,Southwark,2020,712
E05011112,Rotherhithe,Southwark,2021,630
E05011113,Rye Lane,Southwark,2014,591
E05011113,Rye Lane,Southwark,2015,599
E05011113,Rye Lane,Southwark,2016,604
E05011113,Rye Lane,Southwark,2017,685
E05011113,Rye Lane,Southwark,2018,656
E05011113,Rye Lane,Southwark,2019,723
E05011113,Rye Lane,Southwark,2020,633
E05011113,Rye Lane,Southwark,2021,549
E05011114,St George's,Southwark,2014,225
E05011114,St George's,Southwark,2015,199
E05011114,St George's,Southwark,2016,219
E05011114,St George's,Southwark,2017,243
E05011114,St George's,Southwark,2018,242
E05011114,St George's,Southwark,2019,299
E05011114,St George's,Southwark,2020,282
E05011114,St George's,Southwark,2021,237
E05011115,St Giles,Southwark,2014,687
E05011115,St Giles,Southwark,2015,713
E05011115,St Giles,Southwark,2016,681
E05011115,St Giles,Southwark,2017,827
E05011115,St Giles,Southwark,2018,815
E05011115,St Giles,Southwark,2019,858
E05011115,St Giles,Southwark,2020,729
E05011115,St Giles,Southwark,2021,649
E05011116,South Bermondsey,Southwark,2014,704
E05011116,South Bermondsey,Southwark,2015,718
E05011116,South Bermondsey,Southwark,2016,696
E05011116,South Bermondsey,Southwark,2017,818
E05011116,South Bermondsey,Southwark,2018,840
E05011116,South Bermondsey,Southwark,2019,892
E05011116,South Bermondsey,Southwark,2020,798
E05011116,South Bermondsey,Southwark,2021,734
E05011117,Surrey Docks,Southwark,2014,197
E05011117,Surrey Docks,Southwark,2015,195
E05011117,Surrey Docks,Southwark,2016,213
E05011117,Surrey Docks,Southwark,2017,262
E05011117,Surrey Docks,Southwark,2018,251
E05011117,Surrey Docks,Southwark,2019,261
E05011117,Surrey Docks,Southwark,2020,296
E05011117,Surrey Docks,Southwark,2021,318
E05000555,Beddington North,Sutton,2014,273
E05000555,Beddington North,Sutton,2015,261
E05000555,Beddington North,Sutton,2016,252
E05000555,Beddington North,Sutton,2017,310
E05000555,Beddington North,Sutton,2018,351
E05000555,Beddington North,Sutton,2019,336
E05000555,Beddington North,Sutton,2020,322
E05000555,Beddington North,Sutton,2021,307
E05000556,Beddington South,Sutton,2014,472
E05000556,Beddington South,Sutton,2015,421
E05000556,Beddington South,Sutton,2016,458
E05000556,Beddington South,Sutton,2017,501
E05000556,Beddington South,Sutton,2018,559
E05000556,Beddington South,Sutton,2019,596
E05000556,Beddington South,Sutton,2020,529
E05000556,Beddington South,Sutton,2021,451
E05000557,Belmont,Sutton,2014,165
E05000557,Belmont,Sutton,2015,165
E05000557,Belmont,Sutton,2016,176
E05000557,Belmont,Sutton,2017,209
E05000557,Belmont,Sutton,2018,229
E05000557,Belmont,Sutton,2019,258
E05000557,Belmont,Sutton,2020,217
E05000557,Belmont,Sutton,2021,239
E05000558,Carshalton Central,Sutton,2014,184
E05000558,Carshalton Central,Sutton,2015,200
E05000558,Carshalton Central,Sutton,2016,205
E05000558,Carshalton Central,Sutton,2017,170
E05000558,Carshalton Central,Sutton,2018,191
E05000558,Carshalton Central,Sutton,2019,218
E05000558,Carshalton Central,Sutton,2020,226
E05000558,Carshalton Central,Sutton,2021,184
E05000559,Carshalton South and Clockhouse,Sutton,2014,235
E05000559,Carshalton South and Clockhouse,Sutton,2015,221
E05000559,Carshalton South and Clockhouse,Sutton,2016,228
E05000559,Carshalton South and Clockhouse,Sutton,2017,242
E05000559,Carshalton South and Clockhouse,Sutton,2018,222
E05000559,Carshalton South and Clockhouse,Sutton,2019,228
E05000559,Carshalton South and Clockhouse,Sutton,2020,230
E05000559,Carshalton South and Clockhouse,Sutton,2021,243
E05000560,Cheam,Sutton,2014,139
E05000560,Cheam,Sutton,2015,171
E05000560,Cheam,Sutton,2016,142
E05000560,Cheam,Sutton,2017,154
E05000560,Cheam,Sutton,2018,154
E05000560,Cheam,Sutton,2019,141
E05000560,Cheam,Sutton,2020,159
E05000560,Cheam,Sutton,2021,122
E05000561,Nonsuch,Sutton,2014,182
E05000561,Nonsuch,Sutton,2015,186
E05000561,Nonsuch,Sutton,2016,201
E05000561,Nonsuch,Sutton,2017,170
E05000561,Nonsuch,Sutton,2018,204
E05000561,Nonsuch,Sutton,2019,212
E05000561,Nonsuch,Sutton,2020,206
E05000561,Nonsuch,Sutton,2021,172
E05000562,St Helier,Sutton,2014,586
E05000562,St Helier,Sutton,2015,620
E05000562,St Helier,Sutton,2016,637
E05000562,St Helier,Sutton,2017,719
E05000562,St Helier,Sutton,2018,749
E05000562,St Helier,Sutton,2019,802
E05000562,St Helier,Sutton,2020,721
E05000562,St Helier,Sutton,2021,647
E05000563,Stonecot,Sutton,2014,300
E05000563,Stonecot,Sutton,2015,280
E05000563,Stonecot,Sutton,2016,311
E05000563,Stonecot,Sutton,2017,305
E05000563,Stonecot,Sutton,2018,307
E05000563,Stonecot,Sutton,2019,331
E05000563,Stonecot,Sutton,2020,270
E05000563,Stonecot,Sutton,2021,254
E05000564,Sutton Central,Sutton,2014,382
E05000564,Sutton Central,Sutton,2015,366
E05000564,Sutton Central,Sutton,2016,404
E05000564,Sutton Central,Sutton,2017,448
E05000564,Sutton Central,Sutton,2018,522
E05000564,Sutton Central,Sutton,2019,622
E05000564,Sutton Central,Sutton,2020,575
E05000564,Sutton Central,Sutton,2021,508
E05000565,Sutton North,Sutton,2014,286
E05000565,Sutton North,Sutton,2015,288
E05000565,Sutton North,Sutton,2016,260
E05000565,Sutton North,Sutton,2017,335
E05000565,Sutton North,Sutton,2018,358
E05000565,Sutton North,Sutton,2019,377
E05000565,Sutton North,Sutton,2020,409
E05000565,Sutton North,Sutton,2021,362
E05000566,Sutton South,Sutton,2014,209
E05000566,Sutton South,Sutton,2015,215
E05000566,Sutton South,Sutton,2016,183
E05000566,Sutton South,Sutton,2017,232
E05000566,Sutton South,Sutton,2018,215
E05000566,Sutton South,Sutton,2019,230
E05000566,Sutton South,Sutton,2020,229
E05000566,Sutton South,Sutton,2021,226
E05000567,Sutton West,Sutton,2014,195
E05000567,Sutton West,Sutton,2015,201
E05000567,Sutton West,Sutton,2016,233
E05000567,Sutton West,Sutton,2017,197
E05000567,Sutton West,Sutton,2018,218
E05000567,Sutton West,Sutton,2019,234
E05000567,Sutton West,Sutton,2020,273
E05000567,Sutton West,Sutton,2021,205
E05000568,The Wrythe,Sutton,2014,323
E05000568,The Wrythe,Sutton,2015,393
E05000568,The Wrythe,Sutton,2016,345
E05000568,The Wrythe,Sutton,2017,340
E05000568,The Wrythe,Sutton,2018,404
E05000568,The Wrythe,Sutton,2019,487
E05000568,The Wrythe,Sutton,2020,416
E05000568,The Wrythe,Sutton,2021,380
E05000569,Wallington North,Sutton,2014,279
E05000569,Wallington North,Sutton,2015,313
E05000569,Wallington North,Sutton,2016,271
E05000569,Wallington North,Sutton,2017,270
E05000569,Wallington North,Sutton,2018,292
E05000569,Wallington North,Sutton,2019,366
E05000569,Wallington North,Sutton,2020,328
E05000569,Wallington North,Sutton,2021,331
E05000570,Wallington South,Sutton,2014,207
E05000570,Wallington South,Sutton,2015,231
E05000570,Wallington South,Sutton,2016,220
E05000570,Wallington South,Sutton,2017,287
E05000570,Wallington South,Sutton,2018,295
E05000570,Wallington South,Sutton,2019,344
E05000570,Wallington South,Sutton,2020,316
E05000570,Wallington South,Sutton,2021,291
E05000571,Wandle Valley,Sutton,2014,543
E05000571,Wandle Valley,Sutton,2015,523
E05000571,Wandle Valley,Sutton,2016,516
E05000571,Wandle Valley,Sutton,2017,621
E05000571,Wandle Valley,Sutton,2018,714
E05000571,Wandle Valley,Sutton,2019,723
E05000571,Wandle Valley,Sutton,2020,663
E05000571,Wandle Valley,Sutton,2021,613
E05000572,Worcester Park,Sutton,2014,307
E05000572,Worcester Park,Sutton,2015,317
E05000572,Worcester Park,Sutton,2016,330
E05000572,Worcester Park,Sutton,2017,346
E05000572,Worcester Park,Sutton,2018,348
E05000572,Worcester Park,Sutton,2019,396
E05000572,Worcester Park,Sutton,2020,399
E05000572,Worcester Park,Sutton,2021,315
E05009317,Bethnal Green,Tower Hamlets,2014,1380
E05009317,Bethnal Green,Tower Hamlets,2015,1431
E05009317,Bethnal Green,Tower Hamlets,2016,1505
E05009317,Bethnal Green,Tower Hamlets,2017,1782
E05009317,Bethnal Green,Tower Hamlets,2018,1834
E05009317,Bethnal Green,Tower Hamlets,2019,1952
E05009317,Bethnal Green,Tower Hamlets,2020,1764
E05009317,Bethnal Green,Tower Hamlets,2021,1579
E05009318,Blackwall & Cubitt Town,Tower Hamlets,2014,533
E05009318,Blackwall & Cubitt Town,Tower Hamlets,2015,534
E05009318,Blackwall & Cubitt Town,Tower Hamlets,2016,575
